citation,full_reference,exp,,
cleveland_et_al_2010,"cleveland,_c_c,_wieder,_w_r,_reed,_s_c_&_townsend,_a_r_(2010)_Experimental_drought_in_a_tropical_rain_forest_increases_soil_carbon_dioxide_losses_to_the_atmosphere_ecology_91,_2313-2323",gdfr_d,,
cleveland_et_al_2010,"cleveland,_c_c,_wieder,_w_r,_reed,_s_c,_&_townsend,_a_r_(2010)_experimental_drought_in_a_tropical_rain_forest_increases_soil_carbon_dioxide_losses_to_the_atmosphere ecology, 91(8),_2313-2323",gdfr_d,,
cleveland_et_al_2010,"cleveland,_c_c,_wieder,_w_r,_reed,_s_c,_&_townsend,_a_r_(2010)_experimental_drought_in_a_tropical_rain_forest_increases_soil_carbon_dioxide_losses_to_the_atmosphere ecology, 91(8),_2313-2323",gdfr_d2,,
cleveland_et_al_2010,"cleveland,_c_c,_wieder,_w_r,_reed,_s_c_&_townsend,_a_r_(2010)_Experimental_drought_in_a_tropical_rain_forest_increases_soil_carbon_dioxide_losses_to_the_atmosphere_ecology_91,_2313-2323",gdfr_d2,,
coleman_2007,"coleman_m_(2007)_spatial_and_temporal_patterns_of_root_distribution_in_developing_stands_of_four_woody_crop_species_grown_with_drip_irrigation_and_fertilization_plant_and_soil,_299,_195-213",savannah_river_f,,
coleman_2007,"coleman_m_(2007)_spatial_and_temporal_patterns_of_root_distribution_in_developing_stands_of_four_woody_crop_species_grown_with_drip_irrigation_and_fertilization_plant_and_soil,_299,_195-213",savannah_river_h,,
comstedt_et_al_2006,"comstedt_et_al,_2006_effects_of_elevated_atmospheric_carbon_dioxide_and_temperature_on_soil_respiration_in_a_boreal_forest_using_delta_c-13_as_a_labeling_tool_ecosystems_9,_1266-1277",fl_c,,
comstedt_et_al_2006,"comstedt_et_al,_2006_effects_of_elevated_atmospheric_carbon_dioxide_and_temperature_on_soil_respiration_in_a_boreal_forest_using_delta_c-13_as_a_labeling_tool_ecosystems_9,_1266-1277",fl_cw,,
comstedt_et_al_2006,"comstedt_et_al,_2006_effects_of_elevated_atmospheric_carbon_dioxide_and_temperature_on_soil_respiration_in_a_boreal_forest_using_delta_c-13_as_a_labeling_tool_ecosystems_9,_1266-1277",fl_w,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum98_c,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum98_ci,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum98_i,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum99_c,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum99_ci,,
conley_et_al_2001,"conley,_m_m,_kimball,_b_a,_brooks,_t_j,_pinter_jr,_p_j,_hunsaker,_d_j,_wall,_g_w,__&_leavitt,_s_w_(2001)_co2_enrichment_increases_water‐use_efficiency_in_sorghum new_phytologist, 151(2),_407-412",maricopaface_sorghum99_i,,
cotrufo_et_al_2005,"cotrufo_mf,_de_angelis_p,_polle_a_(2005)_leaf_litter_production_and_decomposition_in_a_poplar_short-rotation_coppice_exposed_to_free_air_co2_enrichment_(popface)_global_change_biology_11:971–982",euroface_pa_c,,
cotrufo_et_al_2005,"cotrufo_mf,_de_angelis_p,_polle_a_(2005)_leaf_litter_production_and_decomposition_in_a_poplar_short-rotation_coppice_exposed_to_free_air_co2_enrichment_(popface)_global_change_biology_11:971–982",euroface_pe_c,,
cotrufo_et_al_2005,"cotrufo_mf,_de_angelis_p,_polle_a_(2005)_leaf_litter_production_and_decomposition_in_a_poplar_short-rotation_coppice_exposed_to_free_air_co2_enrichment_(popface)_global_change_biology_11:971–982",euroface_pn_c,,
cotrufo_et_al_2011,"cotrufo,_mf_et_al_(2011)_Decreased_summer_drought_affects_plant_productivity_and_soil_carbon_dynamics_in_a_mediterranean_woodland_biogeosciences_8,_2729-2739",tolfaallumiere_d,,
cotrufo_et_al_2011,"cotrufo,_mf_et_al_(2011)_Decreased_summer_drought_affects_plant_productivity_and_soil_carbon_dynamics_in_a_mediterranean_woodland_biogeosciences_8,_2729-2739",tolfaallumiere_i,,
cousin_et_al_2001,"cousins,_a_b,_adam,_n_r,_wall,_g_w,_kimball,_b_a,_pinter,_p_j,_leavitt,_s_w,__&_webber,_a_n_(2001)_reduced_photorespiration_and_increased_energy‐use_efficiency_in_young_co2‐enriched_sorghum_leaves new_phytologist, 150(2),_275-284",maricopaface_sorghum99_c,,
cousin_et_al_2003,"cousins,_a_b,_adam,_n_r,_wall,_g_w,_kimball,_b_a,_pinter_jr,_p_j,_ottman,_m_j,__&_webber,_a_n_(2003)_development_of_c4_photosynthesis_in_sorghum_leaves_grown_under_free‐air_co2_enrichment_(face) journal_of_experimental_botany, 54(389),_1969-1975",maricopaface_sorghum98_c,,
coutrue_et_al_2012,"couture_jj,_meehan_td,_lindroth_rl_(2012)_atmospheric_change_alters_foliar_quality_of_host_trees_and_performance_of_two_outbreak_insect_species_oecologia_168:863–876",aspenface_bp_c,,
coutrue_et_al_2012,"couture_jj,_meehan_td,_lindroth_rl_(2012)_atmospheric_change_alters_foliar_quality_of_host_trees_and_performance_of_two_outbreak_insect_species_oecologia_168:863–876",aspenface_pt_c,,
coyle_et_al_2008,"coyle_dr,_coleman_md,_aubrey_dp_(2008)_above-_and_below-ground_biomass_accumulation,_production,_and_distribution_of_sweetgum_and_loblolly_pine_grown_with_irrigation_and_fertilization_canadian_journal_of_forest_research-revue_canadienne_de_recherche_forestiere,_38,_1335-1348",savannah_river_f,,
coyle_et_al_2008,"coyle_dr,_coleman_md,_aubrey_dp_(2008)_above-_and_below-ground_biomass_accumulation,_production,_and_distribution_of_sweetgum_and_loblolly_pine_grown_with_irrigation_and_fertilization_canadian_journal_of_forest_research-revue_canadienne_de_recherche_forestiere,_38,_1335-1348",savannah_river_h,,
coyle_et_al_2008,"coyle_dr,_coleman_md,_aubrey_dp_(2008)_above-_and_below-ground_biomass_accumulation,_production,_and_distribution_of_sweetgum_and_loblolly_pine_grown_with_irrigation_and_fertilization_canadian_journal_of_forest_research-revue_canadienne_de_recherche_forestiere,_38,_1335-1348",savannah_river_hf,,
craine_and_reich_2001,"craine_jm_&_reich_pb_2001_elevated_co2_and_nitrogen_supply_alter_leaf_longevity_of_grassland_species new_phytologist, 150(2):_397-403",biocon_c,,
craine_and_reich_2001,"craine_jm_&_reich_pb_2001_elevated_co2_and_nitrogen_supply_alter_leaf_longevity_of_grassland_species new_phytologist, 150(2):_397-403",biocon_cf,,
craine_and_reich_2001,"craine_jm_&_reich_pb_2001_elevated_co2_and_nitrogen_supply_alter_leaf_longevity_of_grassland_species new_phytologist, 150(2):_397-403",biocon_f,,
craine_et_al_2001,"craine_jm,_wedin_da,_reich_pb_2001_the_response_of_soil_co2_flux_to_changes_in_atmospheric_co2,_nitrogen_supply_and_plant_diversity global_change_biology, 7(8):_947-953",biocon_c,,
craine_et_al_2001,"craine_jm,_wedin_da,_reich_pb_2001_the_response_of_soil_co2_flux_to_changes_in_atmospheric_co2,_nitrogen_supply_and_plant_diversity global_change_biology, 7(8):_947-953",biocon_cf,,
craine_et_al_2001,"craine_jm,_wedin_da,_reich_pb_2001_the_response_of_soil_co2_flux_to_changes_in_atmospheric_co2,_nitrogen_supply_and_plant_diversity global_change_biology, 7(8):_947-953",biocon_f,,
craine_et_al_2003,"craine_jm,_reich_pb,_david_tilman_g,_ellsworth_d,_fargione_j,_knops_j,_naeem_s_2003_the_role_of_plant_species_in_biomass_production_and_response_to_elevated_co2_and_n ecology_letters, 6(7):_623-625",biocon_c,,
craine_et_al_2003,"craine_jm,_reich_pb,_david_tilman_g,_ellsworth_d,_fargione_j,_knops_j,_naeem_s_2003_the_role_of_plant_species_in_biomass_production_and_response_to_elevated_co2_and_n ecology_letters, 6(7):_623-625",biocon_cf,,
craine_et_al_2003,"craine_jm,_reich_pb,_david_tilman_g,_ellsworth_d,_fargione_j,_knops_j,_naeem_s_2003_the_role_of_plant_species_in_biomass_production_and_response_to_elevated_co2_and_n ecology_letters, 6(7):_623-625",biocon_f,,
crookshanks_et_al_1998,"crookshanks_m,_taylor_g,_broadmeadow_m_(1998)_elevated_co2_and_tree_root_growth:_contrasting_responses_in_fraxinus_excelsior,_quercus_petraea_and_pinus_sylvestris_new_phytologist,_138,_241-250",headley_fe_ch,,
crookshanks_et_al_1998,"crookshanks_m,_taylor_g,_broadmeadow_m_(1998)_elevated_co2_and_tree_root_growth:_contrasting_responses_in_fraxinus_excelsior,_quercus_petraea_and_pinus_sylvestris_new_phytologist,_138,_241-250",headley_ps_ch,,
crookshanks_et_al_1998,"crookshanks_m,_taylor_g,_broadmeadow_m_(1998)_elevated_co2_and_tree_root_growth:_contrasting_responses_in_fraxinus_excelsior,_quercus_petraea_and_pinus_sylvestris_new_phytologist,_138,_241-250",headley_qp_ch,,
crous_and_elssworth_2004,"crous_ky,_elssworth_ds,_2004_canopy_position_affects_phtosynthetic_adjustments_to_a_long-term_elevated_co2_concentration_(face)_in_aging_needles_in_amature_pinus_taeda_forest_tree_physiology_24:_961-970",dukeface_c,,
crous_et_al_2008,"crous_ky,_walters_mb,_ellsworth_ds_2008_elevated_co2_concentration_affects_leaf_photosynthesis–nitrogen_relationships_in_pinus_taeda_over_nine_years_in_face tree_physiology 28(4):_607-614",dukeface_c,,
crous_et_al_2008,"crous_ky,_walters_mb,_ellsworth_ds_2008_elevated_co2_concentration_affects_leaf_photosynthesis–nitrogen_relationships_in_pinus_taeda_over_nine_years_in_face tree_physiology 28(4):_607-614",dukeface_cf,,
crous_et_al_2008,"crous_ky,_walters_mb,_ellsworth_ds_2008_elevated_co2_concentration_affects_leaf_photosynthesis–nitrogen_relationships_in_pinus_taeda_over_nine_years_in_face tree_physiology 28(4):_607-614",dukeface_f,,
crous_et_al_2010,"crous_ky,_reich_pb,_hunter_md,_ellsworth_ds_2010_maintenance_of_leaf_n_controls_the_photosynthetic_co2_response_of_grassland_species_exposed_to_9_years_of_free‐air_co2_enrichment global_change_biology, 16(7):_2076-2088",biocon_c,,
crous_et_al_2010,"crous_ky,_reich_pb,_hunter_md,_ellsworth_ds_2010_maintenance_of_leaf_n_controls_the_photosynthetic_co2_response_of_grassland_species_exposed_to_9_years_of_free‐air_co2_enrichment global_change_biology, 16(7):_2076-2088",biocon_cf,,
crous_et_al_2010,"crous_ky,_reich_pb,_hunter_md,_ellsworth_ds_2010_maintenance_of_leaf_n_controls_the_photosynthetic_co2_response_of_grassland_species_exposed_to_9_years_of_free‐air_co2_enrichment global_change_biology, 16(7):_2076-2088",biocon_f,,
cseke_et_al_2009,"cseke_lj,_tsai_c-j,_rogers_a,_nelsen_mp,_white_hl,_karnosky_df,_podila_gk_(2009)_transcriptomic_comparison_in_the_leaves_of_two_aspen_genotypes_having_similar_carbon_assimilation_rates_but_different_partitioning_patterns_under_elevated_[co_2_]_new_phytologist_182:891–911",aspenface_pt_c,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",bisley_f,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",bisley_fw,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",bisley_w,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",icacos_f,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",icacos_fw,,
cusack_et_al_2010,"cusack_df,_torn_ms,_mcdowell_wh,_silver_wl_(2010)_the_response_of_heterotrophic_activity_and_carbon_cycling_to_nitrogen_additions_and_warming_in_two_tropical_soils_global_change_biology_doi",icacos_w,,
cusack_et_al_2011,"cusack_et_al_2011_effects_of_nitrogen_additions_on_above-_and_belowground_carbon_dynamics_in_two_tropical_forests_biogeochemistry_104,_203-225",bisley_f,,
cusack_et_al_2011,"cusack_df,_silver_wl,_torn_ms,_mcdowell_wh_2011_effects_of_nitrogen_additions_on_above-_and_belowground_carbon_dynamics_in_two_tropical_forests_biogeochemistry_104(1-3):_203-225",icacos_f,,
cusack_et_al_2011,"cusack_df,_silver_wl,_torn_ms,_mcdowell_wh_2011_effects_of_nitrogen_additions_on_above-_and_belowground_carbon_dynamics_in_two_tropical_forests_biogeochemistry_104(1-3):_203-225",puerto_b_f,,
da_costa_et_al_2010,"da_costa,_a_c_l_et_al_(2010)_effect_of_7_yr_of_experimental_drought_on_vegetation_dynamics_and_biomass_storage_of_an_eastern_amazonian_rainforest_new_phytol_187,_579-591",caxiuana_d,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_c,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_cd,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_cw,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_cwd,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_d,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_dw,,
dam_and_christensen_2015,"dam_m,_christensen_s_(2015)_defoliation_reduces_soil_biota_–_and_modifies_stimulating_effects_of_elevated_co_2_ecol_evol_5:4840–4848_doi:_101002/ece31739",climaite_w,,
d'antonio_and_mack_2006,"d'antonio_cm,_mack_mc_2006_nutrient_limitation_in_a_fire‐derived,_nitrogen‐rich_hawaiian_grassland_biotropica_38(4):_458-467",hawaii_f,,
darbah_et_al_2010a,"darbah_jnt,_kubiske_me,_nelson_n,_kets_k,_riikonen_j,_sober_a,_rouse_l,_karnosky_df_(2010)_will_photosynthetic_capacity_of_aspen_trees_acclimate_after_long-term_exposure_to_elevated_co2_and_o3?_environmental_pollution_158:983–991",aspenface_pt_c,,
darbah_et_al_2010b,"darbah_jnt,_sharkey_td,_calfapietra_c,_karnosky_df_(2010)_differential_response_of_aspen_and_birch_trees_to_heat_stress_under_elevated_carbon_dioxide_environmental_pollution_158:1008–1014",aspenface_bp_c,,
darbah_et_al_2010b,"darbah_jnt,_sharkey_td,_calfapietra_c,_karnosky_df_(2010)_differential_response_of_aspen_and_birch_trees_to_heat_stress_under_elevated_carbon_dioxide_environmental_pollution_158:1008–1014",aspenface_pt_c,,
darenova_et_al_2017,"darenova_et_al,_2017_effect_of_repeated_spring_drought_and_summer_heavy_rain_on_managed_grassland_biomass_production_and_co2_efflux",bily_kriz_d,,
davey_et_al_2006,"davey_pa,_olcer_h,_zakhleniuk_o,_bernacchi_cj,_calfapietra_c,_long_sp,_raines_ca_(2006)_can_fast-growing_plantation_trees_escape_biochemical_down-regulation_of_photosynthesis_when_grown_throughout_their_complete_production_cycle_in_the_open_air_under_elev",euroface_pa_c,,
davey_et_al_2006,"davey_pa,_olcer_h,_zakhleniuk_o,_bernacchi_cj,_calfapietra_c,_long_sp,_raines_ca_(2006)_can_fast-growing_plantation_trees_escape_biochemical_down-regulation_of_photosynthesis_when_grown_throughout_their_complete_production_cycle_in_the_open_air_under_elev",euroface_pe_c,,
davey_et_al_2006,"davey_pa,_olcer_h,_zakhleniuk_o,_bernacchi_cj,_calfapietra_c,_long_sp,_raines_ca_(2006)_can_fast-growing_plantation_trees_escape_biochemical_down-regulation_of_photosynthesis_when_grown_throughout_their_complete_production_cycle_in_the_open_air_under_elev",euroface_pn_c,,
davidson_et_al_2008,"davidson_et_al,_2008_effects_of_an_experimental_drought_and_recovery_on_soil_emissions_of_carbon_dioxide,_methane,_nitrous_oxide,_and_nitric_oxide_in_a_moist_tropical_forest",tapajos_d,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_c,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_c,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_cw,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_cw,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_w,,
dawes_et_al_2011,"dawes_et_al,_2011_growth_and_community_responses_of_alpine_dwarf_shrubs_to_in_situ_co2_enrichment_and_soil_warming_new_phytologist_191,_806-818",st_face_w,,
dawes_et_al_2011b,"dawes_ma,_haettenschwiler_s,_bebi_p,_hagedorn_f,_handa_it,_koerner_c,_rixen_c_(2011)_species-specific_tree_growth_responses_to_9 years_of_co2_enrichment_at_the_alpine_treeline_journal_of_ecology,_99,_383–394",st_face_ld_c,,
dawes_et_al_2011b,"dawes_ma,_haettenschwiler_s,_bebi_p,_hagedorn_f,_handa_it,_koerner_c,_rixen_c_(2011)_species-specific_tree_growth_responses_to_9 years_of_co2_enrichment_at_the_alpine_treeline_journal_of_ecology,_99,_383–394",st_face_pu_c,,
dawes_et_al_2013,"dawes_ma,_hagedorn_f,_handa_it_et_al_(2013)_an_alpine_treeline_in_a_carbon_dioxide-rich_world:_synthesis_of_a_nine-year_free-air_carbon_dioxide_enrichment_study_oecologia,_171,_623–637",st_face_ld_c,,
dawes_et_al_2013,"dawes_ma,_hagedorn_f,_handa_it_et_al_(2013)_an_alpine_treeline_in_a_carbon_dioxide-rich_world:_synthesis_of_a_nine-year_free-air_carbon_dioxide_enrichment_study_oecologia,_171,_623–637",st_face_pu_c,,
dawes_et_al_2014,"dawes_ma,_zweifel_r,_dawes_n,_rixen_c,_hagedorn_f_(2014)_co2_enrichment_alters_diurnal_stem_radius_fluctuations_of_36-yr-old_larix_decidua_growing_at_the_alpine_tree_line_new_phytologist,_202,_1237–1248",st_face_ld_c,,
dawes_et_al_2014,"dawes_ma,_zweifel_r,_dawes_n,_rixen_c,_hagedorn_f_(2014)_co2_enrichment_alters_diurnal_stem_radius_fluctuations_of_36-yr-old_larix_decidua_growing_at_the_alpine_tree_line_new_phytologist,_202,_1237–1248",st_face_ld_cw,,
