citation,exp,full_reference,
bergner_et_al_2004,alaska_old_w,bergner_b_johnstone_j_and_treseder_k_k_experimental_warming_and_burn_severity_alter_soil_co?_flux_and_soil_functional_groups_in_a_recently_burned_boreal_forest_global_change_biol_10_1996-2004_2004,
bernacchi_et_al_2003,euroface_pa_c,bernacchi_cj_calfapietra_c_davey_pa_wittig_ve_scarascia-mugnozza_ge_raines_ca_long_sp_2003_photosynthesis_and_stomatal_conductance_responses_of_poplars_to_free-air_co2_enrichment_popface_during_the_first_growth_cycle_and_immediately_following_co,
bernacchi_et_al_2003,euroface_pe_c,bernacchi_cj_calfapietra_c_davey_pa_wittig_ve_scarascia-mugnozza_ge_raines_ca_long_sp_2003_photosynthesis_and_stomatal_conductance_responses_of_poplars_to_free-air_co2_enrichment_popface_during_the_first_growth_cycle_and_immediately_following_co,
bernacchi_et_al_2003,euroface_pn_c,bernacchi_cj_calfapietra_c_davey_pa_wittig_ve_scarascia-mugnozza_ge_raines_ca_long_sp_2003_photosynthesis_and_stomatal_conductance_responses_of_poplars_to_free-air_co2_enrichment_popface_during_the_first_growth_cycle_and_immediately_following_co,
bernacchi_et_al_2005,soyfacesoy1_c,carl_j_bernacchi_patrick_b_morgan_donald_r_ort_stephen_p_long_,
bernacchi_et_al_2005,soyfacesoy2_c,elizabeth_a_ainsworth_alistair_rogersa_randall_nelsona_stephen_p_long,
bernhardt_et_al_2006,dukeface_c,bernhardt_e_s_et_al_long-term_effects_of_free_air_co?_enrichment_face_on_soil_respiration_biogeochemistry_77_91-116_2006,
berntson_and_bazzaz_1997,hgc_bp_c,berntson_gm_bazzaz_fa_1997_elevated_co2_and_the_magnitude_and_seasonal_dynamics_of_root_production_and_loss_in_betula_papyrifera_plant_and_soil_190_211-216,
berntson_et_al_1997,hgc_ba_c,berntson_et_al_1997_below-ground_architectural_and_mycorrhizal_responses_to_elevated_co2_in_betula_alleghaniensis_populations_functional_ecology_11_684-695,
bhattacharya_et_al_1994,maricopaface_cotton91_c,bhattacharya_n_c_radin_j_w_kimball_b_a_mauney_j_r_hendrey_g_r_nagy_j__and_ponce_d_c_1994_leaf_water_relations_of_cotton_in_a_free-air_co2-enriched_environment agricultural_and_forest_meteorology 701-4_171-182,
bhattacharya_et_al_1994,maricopaface_cotton91_cd,bhattacharya_n_c_radin_j_w_kimball_b_a_mauney_j_r_hendrey_g_r_nagy_j__and_ponce_d_c_1994_leaf_water_relations_of_cotton_in_a_free-air_co2-enriched_environment agricultural_and_forest_meteorology 701-4_171-182,
bhattacharya_et_al_1994,maricopaface_cotton91_d,bhattacharya_n_c_radin_j_w_kimball_b_a_mauney_j_r_hendrey_g_r_nagy_j__and_ponce_d_c_1994_leaf_water_relations_of_cotton_in_a_free-air_co2-enriched_environment agricultural_and_forest_meteorology 701-4_171-182,
bi_et_al_2011,duolun1_d,bi_j_zhang_n_liang_y_yang_h_and_ma_k_2011_interactive_effects_of_water_and_nitrogen_addition_on_soil_microbial_communities_in_a_semiarid_steppe_journal_of_plant_ecology 53_320-329,
bi_et_al_2011,duolun1_f,bi_j_zhang_n_liang_y_yang_h_and_ma_k_2011_interactive_effects_of_water_and_nitrogen_addition_on_soil_microbial_communities_in_a_semiarid_steppe_journal_of_plant_ecology 53_320-329,
bi_et_al_2011,duolun1_i,bi_j_zhang_n_liang_y_yang_h_and_ma_k_2011_interactive_effects_of_water_and_nitrogen_addition_on_soil_microbial_communities_in_a_semiarid_steppe_journal_of_plant_ecology 53_320-329,
bi_et_al_2011,duolun1_if,bi_j_zhang_n_liang_y_yang_h_and_ma_k_2011_interactive_effects_of_water_and_nitrogen_addition_on_soil_microbial_communities_in_a_semiarid_steppe_journal_of_plant_ecology 53_320-329,
biasi_et_al_2008,tazovskiy_w,biasi_c_meyer_h_rusalimova_o_hammerle_r_kaiser_c_baranyi_c_daims_h_lashchinsky_n_barsukov_p_richter_a_2008_initial_effects_of_experimental_warming_on_carbon_exchange_rates_plant_growth_and_microbial_dynamics_of_a_lichen-rich_dwarf_shrub_tundra,
biederbeck_et_al_1996,52.29_-108.95_f2,biederbeck_v_o_campbell_c_a_ukrainetz_h_curtin_d_and_bouman_o_t_1996_soil_microbial_and_biochemical_properties_after_ten_years_of_fertilization_with_urea_and_anhydrous_ammonia_canadian_journal_of_soil_science_761_7–14_https://doiorg/104141/cjss96-002,
biederbeck_et_al_1996,52.29_-108.95_f3,biederbeck_v_o_campbell_c_a_ukrainetz_h_curtin_d_and_bouman_o_t_1996_soil_microbial_and_biochemical_properties_after_ten_years_of_fertilization_with_urea_and_anhydrous_ammonia_canadian_journal_of_soil_science_761_7–14_https://doiorg/104141/cjss96-002,
biederbeck_et_al_1996,52.29_-108.95_f,biederbeck_v_o_campbell_c_a_ukrainetz_h_curtin_d_and_bouman_o_t_1996_soil_microbial_and_biochemical_properties_after_ten_years_of_fertilization_with_urea_and_anhydrous_ammonia_canadian_journal_of_soil_science_761_7–14_https://doiorg/104141/cjss96-002,
billings_et_al_1998,bonanza_creek_poorly_drained_d,billings_s_a_richter_d_d_and_yarie_j_soil_carbon_dioxide_fluxes_and_profile_concentrations_in_two_boreal_forests_can_j_for_res_28_1773-1783_1998,
billings_et_al_1998,bonanza_creek_well_drained_d,billings_s_a_richter_d_d_and_yarie_j_soil_carbon_dioxide_fluxes_and_profile_concentrations_in_two_boreal_forests_can_j_for_res_28_1773-1783_1998,
billings_et_al_2002,nevada_desert_face_c,billings_sa_schaeffer_sm_evans_rd_2002_trace_n_gas_losses_and_n_mineralization_in_mojave_desert_soils_exposed_to_elevated_co2_soil_biology_and_biochemistry_34:1777–1784,
billings_et_al_2003,nevada_desert_face_c,billings_sa_zitzer_sf_weatherly_h_schaeffer_sm_charlet_t_arnone_ja_evans_rd_2003_effects_of_elevated_carbon_dioxide_on_green_leaf_tissue_and_leaf_litter_quality_in_an_intact_mojave_desert_ecosystem_global_change_biology_9:_729-735,
billings_et_al_2004,nevada_desert_face_c,billings_sa_schaeffer_sm_2004_soil_microbial_activity_and_n_availability_with_elevated_co2_in_mojave_desert_soils_global_biogeochemical_cycles_18_gb1011,
blagodatsky_et_al_2006,fal_face_c,blagodatsky_s_a_blagodatskaya_e_v_anderson_t_h_and_weigel_h_j_2006_kinetics_of_the_respiratory_response_of_the_soil_and_rhizosphere_microbial_communities_in_a_field_experiment_with_an_elevated_concentration_of_atmospheric_co2_eurasian_soil_science_393_290–297_https://doiorg/101134/s1064229306030082,
blanes_et_al_2012,36.48_-5.2_f,blanes_m_c_emmett_b_a_viñegla_b_and_carreira_j_a_2012_alleviation_of_p_limitation_makes_tree_roots_competitive_for_n_against_microbes_in_a_n-saturated_conifer_forest:_a_test_through_p_fertilization_and15n_labelling_soil_biology_and_biochemistry_48_51–59_https://doiorg/101016/jsoilbio201201012,
blank_and_derner_2004,usda_ars_ps_c,blank_rr_derner_jd_2004_effects_of_co2_enrichment_on_plant-soil_relationships_of_lepidium_latifolium_plant_and_soil_262_159-167,
blank_and_derner_2004,usda_ars_rs_c,blank_rr_derner_jd_2004_effects_of_co2_enrichment_on_plant-soil_relationships_of_lepidium_latifolium_plant_and_soil_262_159-167,
blanke_et_al_2012,alpflix_fn,blanke_et_al_2012_nitrogen_deposition_effects_on_subalpine_grassland:_the_role_of_nutrient_limitations_and_changes_in_mycorrhizal_abundance_acta_oecologica_45_57-65,
blanke_et_al_2012,alpflix_fnp,blanke_et_al_2012_nitrogen_deposition_effects_on_subalpine_grassland:_the_role_of_nutrient_limitations_and_changes_in_mycorrhizal_abundance_acta_oecologica_45_57-65,
blanke_et_al_2012,alpflix_fp,blanke_et_al_2012_nitrogen_deposition_effects_on_subalpine_grassland:_the_role_of_nutrient_limitations_and_changes_in_mycorrhizal_abundance_acta_oecologica_45_57-65,
bloor_and_bardgett_2012,lancasterbloor_d,bloor_j_m_and_bardgett_r_d_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability perspectives_in_plant_ecology_evolution_and_systematics 143_193-204,
bloor_and_bardgett_2012,lancasterbloor_df,bloor_j_m_and_bardgett_r_d_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability perspectives_in_plant_ecology_evolution_and_systematics 143_193-204,
bloor_and_bardgett_2012,lancasterbloor_f,bloor_j_m_and_bardgett_r_d_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability perspectives_in_plant_ecology_evolution_and_systematics 143_193-204,
bloor_and_bardgett_2012,lancasterbloor_dfs,bloor_jmg_and_bardgett_rd_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability_perspectives_in_plant_ecology_evolution_and_systematics_14_193-204,
bloor_and_bardgett_2012,lancasterbloor_ds,bloor_jmg_and_bardgett_rd_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability_perspectives_in_plant_ecology_evolution_and_systematics_14_193-204,
bloor_and_bardgett_2012,lancasterbloor_fs,bloor_jmg_and_bardgett_rd_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability_perspectives_in_plant_ecology_evolution_and_systematics_14_193-204,
bloor_and_bardgett_2012,lancasterbloor_s,bloor_jmg_and_bardgett_rd_2012_stability_of_above-ground_and_below-ground_processes_to_extreme_drought_in_model_grassland_ecosystems:_interactions_with_plant_species_diversity_and_soil_nitrogen_availability_perspectives_in_plant_ecology_evolution_and_systematics_14_193-204,
bloor_et_al_2010,clermont_cdw,bloor_j_m_g_pichon_p_falcimagne_r_leadley_p_and_soussana_j_f_effects_of_warming_summer_drought_and_co2_enrichment_on_aboveground_biomass_production_flowering_phenology_and_community_structure_in_an_upland_grassland_ecosystems_13_888-900_2010,
bloor_et_al_2010,clermont_c,bloor_j_m_g_pichon_p_falcimagne_r_leadley_p_and_soussana_j_f_effects_of_warming_summer_drought_and_co2_enrichment_on_aboveground_biomass_production_flowering_phenology_and_community_structure_in_an_upland_grassland_ecosystems_13_888-900_2010,
bloor_et_al_2010,clermont_d,bloor_jmg_pichon_p_falcimagne_r_leadley_p_soussana_jf_2010_effects_of_warming_summer_drought_and_co2_enrichment_on_aboveground_biomass_production_flowering_phenology_and_community_structure_in_an_upland_grassland_ecosystems_13_888-900,
bloor_et_al_2010,clermont_dw,bloor_jmg_pichon_p_falcimagne_r_leadley_p_soussana_jf_2010_effects_of_warming_summer_drought_and_co2_enrichment_on_aboveground_biomass_production_flowering_phenology_and_community_structure_in_an_upland_grassland_ecosystems_13_888-900,
bloor_et_al_2010,clermont_w,bloor_jmg_pichon_p_falcimagne_r_leadley_p_soussana_jf_2010_effects_of_warming_summer_drought_and_co2_enrichment_on_aboveground_biomass_production_flowering_phenology_and_community_structure_in_an_upland_grassland_ecosystems_13_888-900,
blum_et_al_1997,swissface_lolium2_c,blum_h_hendrey_g_and_noesberger_j_1997_effects_of_elevated_co2_n_fertilization_and_cutting_regime_on_the_production_and_quality_of_lolium_perenne_l_shoot_necromass acta_oecologica 18:_291-295,
blum_et_al_1997,swissface_lolium2_cf,blum_h_hendrey_g_and_noesberger_j_1997_effects_of_elevated_co2_n_fertilization_and_cutting_regime_on_the_production_and_quality_of_lolium_perenne_l_shoot_necromass acta_oecologica 18:_291-295,
blum_et_al_1997,swissface_lolium2_f,blum_h_hendrey_g_and_noesberger_j_1997_effects_of_elevated_co2_n_fertilization_and_cutting_regime_on_the_production_and_quality_of_lolium_perenne_l_shoot_necromass acta_oecologica 18:_291-295,
blumenthal_et_al_2016,phace_c,blumenthal_dm_kray_ja_ortmans_w_ziska_lh_and_pendall_e_2016_cheatgrass_is_favored_by_warming_but_not_co2_enrichment_in_a_semi-arid_grassland_global_change_biology_22_3026-3038,
blumenthal_et_al_2016,phace_cw,blumenthal_dm_kray_ja_ortmans_w_ziska_lh_and_pendall_e_2016_cheatgrass_is_favored_by_warming_but_not_co2_enrichment_in_a_semi-arid_grassland_global_change_biology_22_3026-3038,
blumenthal_et_al_2016,phace_w,blumenthal_dm_kray_ja_ortmans_w_ziska_lh_and_pendall_e_2016_cheatgrass_is_favored_by_warming_but_not_co2_enrichment_in_a_semi-arid_grassland_global_change_biology_22_3026-3038,
bobbink_1991,gerendal_fn,bobbink_r_effects_of_nutrient_enrichment_in_dutch_chalk_grassland_j_appl_ecol_28_28-41_1991_,
bobbink_1991,wrakelberg_fn,bobbink_r_effects_of_nutrient_enrichment_in_dutch_chalk_grassland_j_appl_ecol_28_28-41_1991_,
bobbink_1991,gerendal_fp,bobbink_r_effects_of_nutrient_enrichment_in_dutch_chalk_grassland_j_appl_ecol_28_28-41_1991_,
bobbink_1991,wrakelberg_fp,bobbink_r_effects_of_nutrient_enrichment_in_dutch_chalk_grassland_j_appl_ecol_28_28-41_1991_,
boelman_et_al_2003,toolik_wetsedge1_outlet_f,boelman_et_al_2003_response_of_ndvi_biomass_and_ecosystem_gas_exchange_to_long-term_warming_and_fertilization_in_wet_sedge_tundra_oecologia_135_414-421,
boelman_et_al_2003,toolik_wetsedge1_outlet_fw,boelman_et_al_2003_response_of_ndvi_biomass_and_ecosystem_gas_exchange_to_long-term_warming_and_fertilization_in_wet_sedge_tundra_oecologia_135_414-421,
boelman_et_al_2003,toolik_wetsedge1_outlet_w,boelman_et_al_2003_response_of_ndvi_biomass_and_ecosystem_gas_exchange_to_long-term_warming_and_fertilization_in_wet_sedge_tundra_oecologia_135_414-421,
boelman_et_al_2005,toolik_wetsedge1_outlet_f,boelman_n_t_stieglitz_m_griffin_k_l_and_shaver_g_r_inter-annual_variability_of_ndvi_in_response_to_long-term_warming_and_fertilization_in_wet_sedge_and_tussock_tundra_oecologia_143_588-597_2005,
boelman_et_al_2005,toolik_wetsedge1_outlet_fw,boelman_n_t_stieglitz_m_griffin_k_l_and_shaver_g_r_inter-annual_variability_of_ndvi_in_response_to_long-term_warming_and_fertilization_in_wet_sedge_and_tussock_tundra_oecologia_143_588-597_2005,
boelman_et_al_2005,toolik_wetsedge1_outlet_w,boelman_n_t_stieglitz_m_griffin_k_l_and_shaver_g_r_inter-annual_variability_of_ndvi_in_response_to_long-term_warming_and_fertilization_in_wet_sedge_and_tussock_tundra_oecologia_143_588-597_2005,
boesgaard_and_ro-poulsen_2013,climaite_c,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_cd,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_cw,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_d,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_dw,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_w,boesgaard_ks_ro-poulsen_h_2013_long-term_ecophysiological_responses_to_climate_change_phd_dissertation_kgs_lyngby:_technical_university_of_denmark,
boesgaard_and_ro-poulsen_2013,climaite_cdw,carter_et_al__2011_effects_of_elevated_atmospheric_co2_prolonged_summer_drought_and_temperature_increase_on_n2o_and_ch4_fluxes_in_a_temperate_heathland,
boeye_et_al_1997,buitengoor_1992_fn,boeye_d_verhagen_b_van_haesebroeck_v_and_verheyen_r_f_1997_nutrient_limitation_in_species-rich_lowland_fens_journal_of_vegetation_science_83_415–424_https://doiorg/102307/3237333,
boeye_et_al_1997,buitengoor_1992_fnp,boeye_d_verhagen_b_van_haesebroeck_v_and_verheyen_r_f_1997_nutrient_limitation_in_species-rich_lowland_fens_journal_of_vegetation_science_83_415–424_https://doiorg/102307/3237333,
boeye_et_al_1997,buitengoor_1992_fp,boeye_d_verhagen_b_van_haesebroeck_v_and_verheyen_r_f_1997_nutrient_limitation_in_species-rich_lowland_fens_journal_of_vegetation_science_83_415–424_https://doiorg/102307/3237333,
boeye_et_al_1999,buitengoor_1993_fp,boeye_d_verhagen_b_van_haesebroeck_v_and_el-kahloun_m_1999_phosphorus_fertilization_in_a_phosphorus-limited_fen:_effects_of_timing_applied_vegetation_science_21_71–78_https://doiorg/102307/1478883,
bokhorst_et_al_2007,palmer_station_w,bokhorst_s_huiskes_a_convey_p_and_aerts_r_2007_climate_change_effects_on_organic_matter_decomposition_rates_in_ecosystems_from_the_maritime_antarctic_and_falkland_islands_global_change_biology_1312_2642–2653_https://doiorg/101111/j1365-2486200701468x,
bokhorst_et_al_2007,-51.76_-59.03_w,bokhorst_s_huiskes_a_convey_p_and_aerts_r_2007_climate_change_effects_on_organic_matter_decomposition_rates_in_ecosystems_from_the_maritime_antarctic_and_falkland_islands_global_change_biology_1312_2642–2653_https://doiorg/101111/j1365-2486200701468x,
bokhorst_et_al_2007,-60.71_-45.59_w,bokhorst_s_huiskes_a_convey_p_and_aerts_r_2007_climate_change_effects_on_organic_matter_decomposition_rates_in_ecosystems_from_the_maritime_antarctic_and_falkland_islands_global_change_biology_1312_2642–2653_https://doiorg/101111/j1365-2486200701468x,
bokhorst_et_al_2007,-67.61_-68.22_w,bokhorst_s_huiskes_a_convey_p_and_aerts_r_2007_climate_change_effects_on_organic_matter_decomposition_rates_in_ecosystems_from_the_maritime_antarctic_and_falkland_islands_global_change_biology_1312_2642–2653_https://doiorg/101111/j1365-2486200701468x,
bonanomi_et_al_2006,43.333_13_f,bonanomi_g_caporaso_s_and_allegrezza_m_short-term_effects_of nitrogen_enrichment_litter_removal_and cutting_on a mediterranean_grassland_acta_oecologica_30_419-425_2006,
booker_et_al_2005,35.77_-78.63_c,booker_f_l_prior_s_a_torbert_h_a_fiscus_e_l_pursley_w_a_and_hu_s_2005_decomposition_of_soybean_grown_under_elevated_concentrations_of_co2_and_o3_global_change_biology_114_685–698_https://doiorg/101111/j1365-2486200500939x,
borer_et_al_2014,sedgwick_fn2,borer_et_seabloom_ew_mitchell_ce_and_cronin_jp_2014_multiple_nutrients_and_herbivores_interact_to_govern_diversity_productivity_composition_and_infection_in_a_successional_grassland_oikos_123:_214-224,
borer_et_al_2014,sedgwick_fn2p,borer_et_seabloom_ew_mitchell_ce_and_cronin_jp_2014_multiple_nutrients_and_herbivores_interact_to_govern_diversity_productivity_composition_and_infection_in_a_successional_grassland_oikos_123:_214-224,
borer_et_al_2014,sedgwick_fn,borer_et_seabloom_ew_mitchell_ce_and_cronin_jp_2014_multiple_nutrients_and_herbivores_interact_to_govern_diversity_productivity_composition_and_infection_in_a_successional_grassland_oikos_123:_214-224,
borer_et_al_2014,sedgwick_fnp,borer_et_seabloom_ew_mitchell_ce_and_cronin_jp_2014_multiple_nutrients_and_herbivores_interact_to_govern_diversity_productivity_composition_and_infection_in_a_successional_grassland_oikos_123:_214-224,
borer_et_al_2014,sedgwick_fp,borer_et_seabloom_ew_mitchell_ce_and_cronin_jp_2014_multiple_nutrients_and_herbivores_interact_to_govern_diversity_productivity_composition_and_infection_in_a_successional_grassland_oikos_123:_214-224,
